Recency,Frequency,Monetary,Cluster,Segment
3.4339872044851463,2.70805020110221,8.395983290759423,1,High Engagement
3.1780538303479458,1.0986122886681098,6.638672495726482,0,Low Engagement
4.07753744390572,1.0986122886681098,7.365224428837097,3,Medium Engagement
4.442651256490317,0.6931471805599453,6.872345694244244,2,At-Risk
5.700443573390687,0.6931471805599453,6.6378869291616915,2,At-Risk
2.0794415416798357,0.6931471805599453,5.718671087149952,0,Low Engagement
0.6931471805599453,1.791759469228055,8.225907299668116,1,High Engagement
2.302585092994046,2.6390573296152584,8.382866053699123,1,High Engagement
1.0986122886681098,1.791759469228055,8.882723411408882,1,High Engagement
2.8903717578961645,0.6931471805599453,5.698066167660092,0,Low Engagement
3.4965075614664802,1.6094379124341003,8.71555868648987,3,Medium Engagement
3.4657359027997265,3.091042453358316,8.953250871449011,1,High Engagement
5.765191102784844,1.0986122886681098,7.042181271332972,2,At-Risk
4.59511985013459,1.0986122886681098,6.757164920349636,3,Medium Engagement
1.0986122886681098,0.6931471805599453,5.162211233551045,0,Low Engagement
5.910796644040527,0.6931471805599453,6.186846280636522,2,At-Risk
4.04305126783455,0.6931471805599453,5.7123457053166895,2,At-Risk
3.8501476017100584,1.0986122886681098,6.645870899351497,0,Low Engagement
3.58351893845611,1.3862943611198906,6.197095646670894,0,Low Engagement
4.605170185988092,1.3862943611198906,8.198463422202693,3,Medium Engagement
3.4657359027997265,1.6094379124341003,9.48436257172419,1,High Engagement
4.406719247264253,1.6094379124341003,8.135666265045577,3,Medium Engagement
4.276666119016055,0.6931471805599453,6.451544095156025,2,At-Risk
4.1588830833596715,1.0986122886681098,6.7227380922401725,3,Medium Engagement
5.488937726156687,0.6931471805599453,6.121088314901487,2,At-Risk
4.532599493153256,0.6931471805599453,5.791945965485506,2,At-Risk
5.765191102784844,0.6931471805599453,4.055776969072842,2,At-Risk
4.0943445622221,0.6931471805599453,4.896346147694128,2,At-Risk
5.093750200806762,1.3862943611198906,7.986912879816112,3,Medium Engagement
5.0689042022202315,1.0986122886681098,8.029934343472139,3,Medium Engagement
5.786897381366708,0.6931471805599453,5.3610573963692225,2,At-Risk
2.3978952727983707,3.912023005428146,9.90999334390742,1,High Engagement
1.791759469228055,2.6390573296152584,9.333396591041696,1,High Engagement
2.70805020110221,2.6390573296152584,8.527076193270187,1,High Engagement
3.828641396489095,0.6931471805599453,6.057392727222088,0,Low Engagement
3.4965075614664802,2.5649493574615367,8.89130384606575,1,High Engagement
3.58351893845611,1.3862943611198906,8.861864580078436,3,Medium Engagement
3.58351893845611,1.3862943611198906,7.689014064392341,3,Medium Engagement
0.6931471805599453,1.9459101490553132,8.819675695134018,1,High Engagement
5.3612921657094255,3.4011973816621555,10.072909600590481,1,High Engagement
2.70805020110221,2.4849066497880004,7.868330802966595,1,High Engagement
4.787491742782046,1.9459101490553132,7.510857394662031,3,Medium Engagement
5.111987788356544,0.6931471805599453,6.563996560309951,2,At-Risk
4.219507705176107,0.6931471805599453,6.945320776868279,0,Low Engagement
5.905361848054571,0.6931471805599453,5.657040212104069,2,At-Risk
2.70805020110221,2.4849066497880004,8.390883658274694,1,High Engagement
3.6888794541139363,0.6931471805599453,6.115892125483034,0,Low Engagement
0.6931471805599453,1.3862943611198906,6.4421738573469876,0,Low Engagement
5.6240175061873385,0.6931471805599453,5.881649681100775,2,At-Risk
5.54907608489522,1.0986122886681098,3.83600551900423,2,At-Risk
3.6109179126442243,1.0986122886681098,8.557643917024718,3,Medium Engagement
5.2832037287379885,0.6931471805599453,5.9781766527810465,2,At-Risk
4.276666119016055,2.1972245773362196,7.437436022477224,3,Medium Engagement
5.3981627015177525,0.6931471805599453,7.027314514039777,2,At-Risk
3.9889840465642745,1.0986122886681098,5.697093486505405,0,Low Engagement
3.8066624897703196,0.6931471805599453,6.862967096192003,0,Low Engagement
5.3981627015177525,0.6931471805599453,6.292031995386996,2,At-Risk
4.564348191467836,2.0794415416798357,8.341994208761088,3,Medium Engagement
4.174387269895637,0.6931471805599453,8.034313419300645,3,Medium Engagement
5.627621113690637,0.6931471805599453,6.364888441004682,2,At-Risk
4.204692619390966,1.0986122886681098,7.198602337577074,3,Medium Engagement
4.727387818712341,0.6931471805599453,5.957649198613251,2,At-Risk
2.3978952727983707,2.5649493574615367,7.84915999807054,1,High Engagement
3.2188758248682006,2.302585092994046,8.801076557911871,1,High Engagement
4.90527477843843,1.3862943611198906,6.882160509570649,3,Medium Engagement
4.875197323201151,1.0986122886681098,5.9604897428085515,2,At-Risk
5.10594547390058,0.6931471805599453,5.760414824222675,2,At-Risk
3.9512437185814275,1.791759469228055,7.648730256022339,3,Medium Engagement
5.777652323222656,0.6931471805599453,7.500518429502227,2,At-Risk
5.575949103146316,1.0986122886681098,7.221755471439273,3,Medium Engagement
3.8066624897703196,0.6931471805599453,6.598427281404094,0,Low Engagement
2.70805020110221,0.6931471805599453,5.625820933186489,0,Low Engagement
4.465908118654584,1.3862943611198906,8.63895054123541,3,Medium Engagement
2.70805020110221,2.833213344056216,9.08876578245533,1,High Engagement
4.795790545596741,1.0986122886681098,6.179768175579484,2,At-Risk
4.442651256490317,0.6931471805599453,6.888827269096618,2,At-Risk
4.919980925828125,0.6931471805599453,5.174906021632801,2,At-Risk
5.356586274672012,1.9459101490553132,7.363076649441731,3,Medium Engagement
3.091042453358316,1.0986122886681098,6.821619881846465,0,Low Engagement
4.442651256490317,0.6931471805599453,6.1516682986483175,2,At-Risk
5.765191102784844,0.6931471805599453,4.869302117979612,2,At-Risk
2.0794415416798357,1.6094379124341003,8.813762653761927,1,High Engagement
3.091042453358316,1.0986122886681098,7.078493338699342,0,Low Engagement
3.8066624897703196,0.6931471805599453,5.522420457356946,0,Low Engagement
1.3862943611198906,2.0794415416798357,8.368595730553626,1,High Engagement
5.638354669333745,0.6931471805599453,4.2626798770413155,2,At-Risk
5.765191102784844,0.6931471805599453,4.3633533694082605,2,At-Risk
2.8903717578961645,1.6094379124341003,6.324125960328047,0,Low Engagement
4.543294782270004,1.0986122886681098,6.435861865217934,2,At-Risk
3.367295829986474,1.3862943611198906,6.718880295318339,0,Low Engagement
2.8903717578961645,1.791759469228055,6.8992189479598505,3,Medium Engagement
3.091042453358316,1.0986122886681098,7.522367780887655,3,Medium Engagement
5.3612921657094255,0.6931471805599453,6.4586517138441435,2,At-Risk
4.07753744390572,1.0986122886681098,7.293044890286926,3,Medium Engagement
2.302585092994046,2.6390573296152584,8.877250807662518,1,High Engagement
2.3978952727983707,1.3862943611198906,7.531943516050998,0,Low Engagement
3.58351893845611,1.3862943611198906,6.613223131580274,3,Medium Engagement
4.060443010546419,1.9459101490553132,8.306467221816787,3,Medium Engagement
3.295836866004329,1.0986122886681098,6.787957715526542,0,Low Engagement
5.049856007249537,1.3862943611198906,7.671388881793274,3,Medium Engagement
2.70805020110221,1.791759469228055,7.469021133380235,3,Medium Engagement
4.948759890378168,0.6931471805599453,5.703849139100744,2,At-Risk
4.605170185988092,1.3862943611198906,7.321195170474222,3,Medium Engagement
2.8903717578961645,1.9459101490553132,7.1429380669746925,3,Medium Engagement
2.0794415416798357,2.5649493574615367,7.802160255354363,1,High Engagement
3.713572066704308,0.6931471805599453,4.65586330030361,2,At-Risk
2.5649493574615367,1.6094379124341003,7.117975685005857,0,Low Engagement
5.765191102784844,0.6931471805599453,3.091042453358316,2,At-Risk
3.713572066704308,0.6931471805599453,6.03258249782888,0,Low Engagement
2.3978952727983707,1.9459101490553132,7.745007132510798,1,High Engagement
3.2188758248682006,1.791759469228055,8.153059068270712,3,Medium Engagement
3.912023005428146,1.6094379124341003,8.146358469319471,3,Medium Engagement
3.2188758248682006,0.6931471805599453,6.037393478996382,0,Low Engagement
5.2832037287379885,0.6931471805599453,4.949752305572684,2,At-Risk
0.6931471805599453,2.833213344056216,9.313541157094088,1,High Engagement
3.970291913552122,1.9459101490553132,8.144313369085756,3,Medium Engagement
4.983606621708336,1.0986122886681098,7.816844139525548,3,Medium Engagement
3.091042453358316,1.0986122886681098,7.3519409752019005,0,Low Engagement
4.532599493153256,1.791759469228055,7.952287938895591,3,Medium Engagement
5.056245805348308,1.0986122886681098,6.691934848047708,2,At-Risk
2.9444389791664403,1.3862943611198906,8.164846012037465,3,Medium Engagement
5.147494476813453,1.0986122886681098,6.19644412779452,2,At-Risk
3.367295829986474,1.0986122886681098,7.12466343053395,0,Low Engagement
5.926926025970411,0.6931471805599453,4.955827057601261,2,At-Risk
2.70805020110221,1.6094379124341003,7.73276809055576,3,Medium Engagement
5.62040086571715,0.6931471805599453,5.524655808758766,2,At-Risk
4.2626798770413155,1.0986122886681098,6.71813112299784,3,Medium Engagement
3.091042453358316,1.9459101490553132,8.509398894650294,1,High Engagement
4.204692619390966,1.3862943611198906,7.2734950132839185,3,Medium Engagement
3.828641396489095,1.6094379124341003,7.475973955724828,3,Medium Engagement
1.3862943611198906,3.332204510175204,9.561175396733223,1,High Engagement
4.30406509320417,1.3862943611198906,6.678279219594718,3,Medium Engagement
2.9444389791664403,1.791759469228055,7.421859522196731,3,Medium Engagement
2.70805020110221,1.3862943611198906,5.578785984481516,0,Low Engagement
4.2626798770413155,0.6931471805599453,4.585477552642355,2,At-Risk
5.093750200806762,0.6931471805599453,7.576599521018909,3,Medium Engagement
4.0943445622221,0.6931471805599453,5.569679490132721,2,At-Risk
4.127134385045092,1.3862943611198906,7.765424880709422,3,Medium Engagement
4.290459441148391,0.6931471805599453,5.093750200806762,2,At-Risk
2.302585092994046,2.3978952727983707,8.051736011389762,1,High Engagement
5.564520407322694,1.0986122886681098,5.4823042026610525,2,At-Risk
5.017279836814924,1.0986122886681098,7.081002454500384,3,Medium Engagement
3.9889840465642745,1.0986122886681098,5.527840524826286,0,Low Engagement
3.4339872044851463,0.6931471805599453,7.130434722615036,0,Low Engagement
2.70805020110221,1.9459101490553132,8.932856784403295,1,High Engagement
3.091042453358316,1.0986122886681098,6.640189510115181,0,Low Engagement
5.493061443340548,0.6931471805599453,7.872257340866884,3,Medium Engagement
5.44673737166631,0.6931471805599453,5.357293571648334,2,At-Risk
3.6375861597263857,0.6931471805599453,6.430525604644662,0,Low Engagement
5.247024072160486,1.0986122886681098,6.865108704260664,3,Medium Engagement
3.8066624897703196,1.791759469228055,7.321651412568154,3,Medium Engagement
5.2574953720277815,1.0986122886681098,5.981666704627871,2,At-Risk
2.4849066497880004,2.302585092994046,9.720388893876716,1,High Engagement
1.3862943611198906,3.2188758248682006,9.745765335690104,1,High Engagement
0.6931471805599453,3.1780538303479458,9.371326777759148,1,High Engagement
0.6931471805599453,2.1972245773362196,8.347877095788728,1,High Engagement
2.0794415416798357,0.6931471805599453,4.501364017262502,0,Low Engagement
4.762173934797756,1.0986122886681098,7.668519051056749,3,Medium Engagement
4.04305126783455,0.6931471805599453,4.909709375506295,2,At-Risk
5.6131281063880705,0.6931471805599453,4.718052343044764,2,At-Risk
3.4965075614664802,1.3862943611198906,6.743010344360515,3,Medium Engagement
4.060443010546419,0.6931471805599453,6.882109211998551,0,Low Engagement
5.10594547390058,1.3862943611198906,6.716618986302906,3,Medium Engagement
4.2626798770413155,1.0986122886681098,6.748654031960281,3,Medium Engagement
5.424950017481403,0.6931471805599453,5.831149070576642,2,At-Risk
3.9889840465642745,0.6931471805599453,6.460076583537422,0,Low Engagement
5.111987788356544,1.6094379124341003,7.408348732181879,3,Medium Engagement
5.598421958998375,1.3862943611198906,6.584763767694766,3,Medium Engagement
2.995732273553991,1.791759469228055,8.495930739093819,1,High Engagement
1.6094379124341003,2.302585092994046,7.864108677159832,1,High Engagement
1.0986122886681098,3.044522437723423,9.95745192641253,1,High Engagement
5.5134287461649825,1.0986122886681098,7.200462205681664,3,Medium Engagement
0.6931471805599453,2.3978952727983707,7.936849558302542,1,High Engagement
3.2188758248682006,2.0794415416798357,9.146958514977992,1,High Engagement
5.424950017481403,0.6931471805599453,5.630960854284337,2,At-Risk
1.791759469228055,1.9459101490553132,7.815989645317972,1,High Engagement
3.091042453358316,1.0986122886681098,7.213731488589559,0,Low Engagement
2.995732273553991,1.3862943611198906,7.160154674029237,3,Medium Engagement
2.0794415416798357,1.6094379124341003,7.72654783914248,1,High Engagement
3.1780538303479458,1.6094379124341003,7.248859627929912,3,Medium Engagement
4.3694478524670215,1.3862943611198906,7.438283525043974,3,Medium Engagement
2.995732273553991,0.6931471805599453,5.458904431195985,0,Low Engagement
5.062595033026967,0.6931471805599453,6.721726860256856,2,At-Risk
4.3694478524670215,1.791759469228055,8.83649020323727,3,Medium Engagement
3.258096538021482,1.3862943611198906,7.621645820679982,3,Medium Engagement
2.3978952727983707,1.0986122886681098,6.2733485934447915,0,Low Engagement
4.90527477843843,1.0986122886681098,8.219191386557602,3,Medium Engagement
2.1972245773362196,0.6931471805599453,5.05209708390385,0,Low Engagement
3.091042453358316,1.0986122886681098,7.446987585243848,3,Medium Engagement
5.111987788356544,1.0986122886681098,6.008985160825971,2,At-Risk
5.568344503761097,0.6931471805599453,7.092174633858238,2,At-Risk
4.564348191467836,1.6094379124341003,8.303695469153682,3,Medium Engagement
4.812184355372417,1.3862943611198906,6.8313169012337,3,Medium Engagement
5.176149732573829,0.6931471805599453,5.543418085214289,2,At-Risk
1.791759469228055,2.833213344056216,8.529522867598768,1,High Engagement
0.6931471805599453,4.976733742420574,10.019442251135816,1,High Engagement
3.58351893845611,1.6094379124341003,7.940042562811623,3,Medium Engagement
4.394449154672439,0.6931471805599453,5.595714593686387,2,At-Risk
0.6931471805599453,2.3978952727983707,8.560197123777861,1,High Engagement
4.564348191467836,1.791759469228055,8.869630167843134,3,Medium Engagement
3.1354942159291497,1.791759469228055,8.15774297138752,3,Medium Engagement
4.5217885770490405,0.6931471805599453,5.8544986920348245,2,At-Risk
4.543294782270004,1.0986122886681098,6.664345242806459,3,Medium Engagement
1.791759469228055,0.6931471805599453,5.771690313263377,0,Low Engagement
4.6913478822291435,1.9459101490553132,7.248205307972568,3,Medium Engagement
1.0986122886681098,1.3862943611198906,8.032571233146882,1,High Engagement
2.4849066497880004,0.6931471805599453,6.857324770182772,0,Low Engagement
4.465908118654584,0.6931471805599453,5.133973242984735,2,At-Risk
4.532599493153256,0.6931471805599453,7.547501682814967,3,Medium Engagement
4.804021044733257,0.6931471805599453,5.646506406836471,2,At-Risk
5.303304908059076,0.6931471805599453,4.830311739964974,2,At-Risk
5.147494476813453,0.6931471805599453,4.602165676967792,2,At-Risk
3.2188758248682006,1.0986122886681098,5.707376010166331,0,Low Engagement
5.717027701406222,0.6931471805599453,4.034240638152395,2,At-Risk
4.543294782270004,0.6931471805599453,6.254693821961477,2,At-Risk
3.4965075614664802,1.3862943611198906,6.861135258346911,3,Medium Engagement
2.0794415416798357,2.0794415416798357,7.91641003682647,1,High Engagement
5.459585514144159,0.6931471805599453,5.824228627732068,2,At-Risk
2.3978952727983707,1.9459101490553132,7.7355732028600315,1,High Engagement
5.111987788356544,0.6931471805599453,7.115850164994829,2,At-Risk
5.147494476813453,1.0986122886681098,6.6713365004678975,2,At-Risk
5.5053315359323625,0.6931471805599453,6.592359367962841,2,At-Risk
3.912023005428146,0.6931471805599453,5.990263826531463,0,Low Engagement
4.605170185988092,1.6094379124341003,6.100094711633431,3,Medium Engagement
5.003946305945459,1.0986122886681098,5.206750173022546,2,At-Risk
3.8501476017100584,0.6931471805599453,5.5907257523639045,0,Low Engagement
2.302585092994046,1.9459101490553132,6.762162872436432,1,High Engagement
5.14166355650266,0.6931471805599453,6.057884110475807,2,At-Risk
2.0794415416798357,1.0986122886681098,6.158778213461521,0,Low Engagement
5.579729825986222,0.6931471805599453,5.945420608606575,2,At-Risk
0.6931471805599453,1.0986122886681098,6.315502656520417,0,Low Engagement
4.060443010546419,0.6931471805599453,7.336213996215723,3,Medium Engagement
5.111987788356544,0.6931471805599453,5.395217191287996,2,At-Risk
4.672828834461906,1.3862943611198906,6.3720391063710204,3,Medium Engagement
4.919980925828125,0.6931471805599453,6.978045974597571,2,At-Risk
4.3694478524670215,1.9459101490553132,7.595809512476073,3,Medium Engagement
3.4011973816621555,0.6931471805599453,6.997422293310083,0,Low Engagement
4.624972813284271,1.0986122886681098,5.788031707101101,2,At-Risk
2.8903717578961645,1.6094379124341003,7.269581930060472,3,Medium Engagement
4.276666119016055,1.6094379124341003,7.9655316841446515,3,Medium Engagement
2.995732273553991,0.6931471805599453,5.803175218534236,0,Low Engagement
1.6094379124341003,1.3862943611198906,6.048435443367608,0,Low Engagement
5.308267697401205,1.0986122886681098,7.1449042943085646,3,Medium Engagement
5.14166355650266,1.0986122886681098,6.284115504180345,2,At-Risk
2.70805020110221,1.0986122886681098,6.253924960799142,0,Low Engagement
4.927253685157205,1.3862943611198906,7.4317734965341105,3,Medium Engagement
3.58351893845611,1.0986122886681098,6.265187137790346,0,Low Engagement
4.553876891600541,0.6931471805599453,6.294380000200352,2,At-Risk
3.5263605246161616,2.0794415416798357,7.466330525742312,3,Medium Engagement
5.5134287461649825,0.6931471805599453,4.860432367183761,2,At-Risk
3.4339872044851463,2.6390573296152584,8.464425125877582,1,High Engagement
5.062595033026967,1.0986122886681098,6.253117019850299,2,At-Risk
0.6931471805599453,1.9459101490553132,7.301168048566127,1,High Engagement
5.231108616854587,0.6931471805599453,4.535820107853298,2,At-Risk
4.605170185988092,1.0986122886681098,5.468313273651354,2,At-Risk
4.1588830833596715,3.7376696182833684,8.699153016126363,1,High Engagement
3.258096538021482,2.4849066497880004,8.2815645243944,1,High Engagement
5.327876168789581,0.6931471805599453,6.272046473069456,2,At-Risk
2.302585092994046,2.302585092994046,7.899431737762182,1,High Engagement
1.3862943611198906,2.6390573296152584,8.407670693379636,1,High Engagement
4.30406509320417,1.3862943611198906,7.182504076022019,3,Medium Engagement
1.791759469228055,2.8903717578961645,8.152949677977553,1,High Engagement
3.713572066704308,1.0986122886681098,6.684611727667928,0,Low Engagement
2.9444389791664403,3.1354942159291497,8.493330734151563,1,High Engagement
4.3694478524670215,1.0986122886681098,5.779631786939639,2,At-Risk
5.765191102784844,0.6931471805599453,2.8081971497071487,2,At-Risk
3.1780538303479458,0.6931471805599453,6.641652033227792,0,Low Engagement
5.7430031878094825,0.6931471805599453,5.342334251964811,2,At-Risk
2.8903717578961645,1.6094379124341003,7.617356348813763,3,Medium Engagement
4.406719247264253,0.6931471805599453,5.802118375377063,2,At-Risk
4.736198448394496,0.6931471805599453,5.010301905195018,2,At-Risk
4.1588830833596715,1.791759469228055,7.576302342673849,3,Medium Engagement
5.288267030694535,1.6094379124341003,7.4119912385236075,3,Medium Engagement
2.1972245773362196,1.6094379124341003,6.41973430786941,0,Low Engagement
4.290459441148391,1.6094379124341003,7.856551922412551,3,Medium Engagement
2.995732273553991,0.6931471805599453,4.999034936029934,0,Low Engagement
4.553876891600541,0.6931471805599453,6.356281256738337,2,At-Risk
5.799092654460526,0.6931471805599453,4.011325206502009,2,At-Risk
5.545177444479562,0.6931471805599453,4.237723145067448,2,At-Risk
4.127134385045092,1.0986122886681098,6.893270884781163,3,Medium Engagement
2.772588722239781,1.791759469228055,7.728569817272442,1,High Engagement
4.976733742420574,0.6931471805599453,5.033374781065745,2,At-Risk
2.70805020110221,1.0986122886681098,7.4709304391156675,0,Low Engagement
4.709530201312334,1.0986122886681098,6.50612779775519,2,At-Risk
3.5263605246161616,1.9459101490553132,8.248246510300213,3,Medium Engagement
2.302585092994046,1.3862943611198906,6.46302945692067,0,Low Engagement
5.762051382780177,0.6931471805599453,5.825026181941565,2,At-Risk
2.4849066497880004,1.3862943611198906,7.425328089205371,0,Low Engagement
4.330733340286331,0.6931471805599453,5.8981972791375386,2,At-Risk
0.6931471805599453,2.4849066497880004,8.027319860624894,1,High Engagement
3.5263605246161616,1.0986122886681098,7.411133237612971,3,Medium Engagement
3.091042453358316,1.0986122886681098,6.855851271831715,0,Low Engagement
4.68213122712422,1.3862943611198906,6.9224074103144515,3,Medium Engagement
3.4339872044851463,1.0986122886681098,7.5308930000760546,3,Medium Engagement
3.6375861597263857,2.1972245773362196,7.249477993403599,3,Medium Engagement
2.8903717578961645,1.0986122886681098,6.463232244470209,0,Low Engagement
2.995732273553991,0.6931471805599453,5.4089638866351,0,Low Engagement
2.8903717578961645,1.6094379124341003,5.957028369786855,0,Low Engagement
3.1780538303479458,0.6931471805599453,5.800001332396744,0,Low Engagement
4.553876891600541,2.1972245773362196,6.23539063760472,3,Medium Engagement
3.4965075614664802,0.6931471805599453,5.577387462151254,0,Low Engagement
5.356586274672012,0.6931471805599453,5.064807772984649,2,At-Risk
2.8903717578961645,1.0986122886681098,5.699607103245721,0,Low Engagement
4.605170185988092,1.0986122886681098,5.6944389596530485,2,At-Risk
3.912023005428146,0.6931471805599453,5.906451172781026,0,Low Engagement
4.07753744390572,0.6931471805599453,5.832849751258659,2,At-Risk
4.174387269895637,0.6931471805599453,6.726868692126177,0,Low Engagement
5.3612921657094255,1.0986122886681098,6.926989117097435,3,Medium Engagement
3.4657359027997265,1.0986122886681098,6.234234239557369,0,Low Engagement
2.833213344056216,1.3862943611198906,6.934397209928558,0,Low Engagement
4.110873864173311,1.3862943611198906,6.830355741720633,3,Medium Engagement
2.772588722239781,1.791759469228055,7.909298508590968,1,High Engagement
5.236441962829949,0.6931471805599453,7.410177694483373,2,At-Risk
1.6094379124341003,2.302585092994046,8.347170887764534,1,High Engagement
3.6109179126442243,0.6931471805599453,5.4160115093646795,0,Low Engagement
2.1972245773362196,1.3862943611198906,6.699623485288365,0,Low Engagement
4.3694478524670215,1.3862943611198906,7.336793674282674,3,Medium Engagement
3.6109179126442243,1.791759469228055,8.233821814551542,3,Medium Engagement
5.572154032177765,0.6931471805599453,9.301505609728274,3,Medium Engagement
5.337538079701318,1.3862943611198906,5.78339432029125,2,At-Risk
1.0986122886681098,3.6888794541139363,9.869669618054086,1,High Engagement
3.295836866004329,1.0986122886681098,6.394593595418598,0,Low Engagement
3.4011973816621555,2.1972245773362196,7.337392539061287,3,Medium Engagement
5.43372200355424,0.6931471805599453,3.591266625246936,2,At-Risk
3.871201010907891,1.6094379124341003,7.329730016716866,3,Medium Engagement
3.4339872044851463,0.6931471805599453,5.289831462897738,0,Low Engagement
2.70805020110221,2.0794415416798357,7.715654238913073,1,High Engagement
2.833213344056216,3.7612001156935624,10.825608853558224,1,High Engagement
5.170483995038151,2.1972245773362196,7.438124673014305,3,Medium Engagement
2.833213344056216,1.791759469228055,6.937411163889648,3,Medium Engagement
5.921578419643816,0.6931471805599453,5.207571753241291,2,At-Risk
2.4849066497880004,2.1972245773362196,7.642121175358037,1,High Engagement
4.605170185988092,1.791759469228055,7.374215136479505,3,Medium Engagement
2.772588722239781,2.5649493574615367,9.523982546097495,1,High Engagement
5.8888779583328805,0.6931471805599453,5.936189652449227,2,At-Risk
0.6931471805599453,0.6931471805599453,5.5597196299793366,0,Low Engagement
5.272999558563747,1.0986122886681098,6.209595556598647,2,At-Risk
5.680172609017068,0.6931471805599453,6.082584140475466,2,At-Risk
4.290459441148391,0.6931471805599453,5.785208840018396,2,At-Risk
2.302585092994046,0.6931471805599453,5.720442915549309,0,Low Engagement
5.905361848054571,1.0986122886681098,5.535284924455317,2,At-Risk
2.9444389791664403,2.70805020110221,9.337895944903615,1,High Engagement
3.1354942159291497,2.302585092994046,7.6735254010119345,1,High Engagement
5.0689042022202315,0.6931471805599453,6.214528095222021,2,At-Risk
5.616771097666572,0.6931471805599453,5.09650713317022,2,At-Risk
5.771441123130016,1.3862943611198906,6.027844691200732,2,At-Risk
5.181783550292085,1.791759469228055,8.453279541672533,3,Medium Engagement
3.6109179126442243,1.0986122886681098,6.149194527873866,0,Low Engagement
4.795790545596741,0.6931471805599453,5.023551519362802,2,At-Risk
3.912023005428146,1.6094379124341003,7.187710072768178,3,Medium Engagement
2.772588722239781,0.6931471805599453,5.361245216250509,0,Low Engagement
